Reef ID,ReefName,X_COORD,Y_COORD,Area_HA,Zone,MgmtArea,MgmtAreaCode,MgmtAreaShort
19-301,U/N Reef (19-301),149.229,-19.286,64.153,Habitat Protection,Central Management Area,3,Central
19-302,U/N Reef (19-302),149.239,-19.546,267.278,Habitat Protection,Central Management Area,3,Central
19-303,U/N Reef (19-303),149.241,-19.565,79.267,Habitat Protection,Central Management Area,3,Central
19-304,U/N Reef (19-304),149.245,-19.54,6.832,Habitat Protection,Central Management Area,3,Central
19-305,U/N Reef (19-305),149.265,-19.656,2193.618,Habitat Protection,Central Management Area,3,Central
19-307,U/N Reef (19-307),149.28,-19.35,423.76,Habitat Protection,Central Management Area,3,Central
19-308,U/N Reef (19-308),149.287,-19.411,781.604,Habitat Protection,Central Management Area,3,Central
19-309,U/N Reef (19-309),149.351,-19.394,36.69,Habitat Protection,Central Management Area,3,Central
19-310,U/N Reef (19-310),149.353,-19.257,723.316,Habitat Protection,Central Management Area,3,Central
19-311,U/N Reef (19-311),149.38,-19.333,666.043,Habitat Protection,Central Management Area,3,Central
20-001,U/N Reef (20-001),148.25,-20.025,368.561,Habitat Protection,Central Management Area,3,Central
20-002,North Head Reef (20-002),148.274,-20.022,8.784,Habitat Protection,Central Management Area,3,Central
20-005,U/N Reef (20-005),148.266,-20.069,714.709,Habitat Protection,Central Management Area,3,Central
20-006,Passage Islet Reef (20-006),148.442,-20.065,344.987,Habitat Protection,Central Management Area,3,Central
20-007,Chyebassa Shoal (20-007),148.338,-20.076,22.942,Habitat Protection,Central Management Area,3,Central
20-008,Winter Shoal (20-008),148.302,-20.073,10.478,Habitat Protection,Central Management Area,3,Central
20-009,Thomas Reef (20-009),148.296,-20.082,41.298,Habitat Protection,Central Management Area,3,Central
20-010a,Black Currant-Manta Ray Reef (No 1) (20-010a),148.508,-20.086,205.546,Habitat Protection,Central Management Area,3,Central
20-010b,Black Currant-Manta Ray Reef (No 2) (20-010b),148.442,-20.065,439.093,Habitat Protection,Central Management Area,3,Central
20-011,Poole Reef (20-011),148.308,-20.108,176.273,Habitat Protection,Central Management Area,3,Central
20-015a,Saddleback Island Reef (No 1) (20-015a),148.539,-20.065,33.025,Habitat Protection,Central Management Area,3,Central
20-015b,Saddleback Island Reef (No 2) (20-015b),148.544,-20.06,8.205,Habitat Protection,Central Management Area,3,Central
20-016a,U/N Reef (20-016a),148.537,-20.086,10.727,Habitat Protection,Central Management Area,3,Central
20-016b,U/N Reef (20-016b),148.508,-20.086,37.53,Habitat Protection,Central Management Area,3,Central
20-018,Double Rock Reef (20-018),148.975,-20.072,0.375,Habitat Protection,Central Management Area,3,Central
20-020,Gumbrell Reef (20-020),148.608,-20.1,28.977,Habitat Protection,Central Management Area,3,Central
20-021,Olden Reef (20-021),148.572,-20.104,43.19,Habitat Protection,Central Management Area,3,Central
20-025a,U/N Reef (20-025a),148.558,-20.112,44.962,Habitat Protection,Central Management Area,3,Central
20-025b,U/N Reef (20-025b),148.569,-20.129,41.635,Habitat Protection,Central Management Area,3,Central
20-026,Edwin Reef (20-026),148.612,-20.126,1.858,Habitat Protection,Central Management Area,3,Central
20-027,U/N Reef (20-027),148.606,-20.133,9.422,Habitat Protection,Central Management Area,3,Central
20-028b,Hook Island Reef (No 2) (20-028b),148.929,-20.16,378.7,Habitat Protection,Central Management Area,3,Central
20-028c,Hook Island Reef (No 3) (20-028c),148.921,-20.159,188.519,Habitat Protection,Central Management Area,3,Central
20-028l,Hook Island Reef (No 11) (20-028l),148.956,-20.104,6.296,Habitat Protection,Central Management Area,3,Central
20-030,Grassy Reef (20-030),148.607,-20.149,97.399,Habitat Protection,Central Management Area,3,Central
20-031,Roseric Shoal (20-031),148.709,-20.184,19.225,Habitat Protection,Central Management Area,3,Central
20-032,Pioneer Rocks Reef (20-032),148.757,-20.227,3.423,Habitat Protection,Central Management Area,3,Central
20-036,Conder Shoal (20-036),148.912,-20.242,10.598,Habitat Protection,Central Management Area,3,Central
20-041a,Whitsunday Island Reef (No 1) (20-041a),148.98,-20.195,126.534,Habitat Protection,Central Management Area,3,Central
20-041b,Whitsunday Island Reef (No 2) (20-041b),148.993,-20.222,35.52,Habitat Protection,Central Management Area,3,Central
20-041c,Whitsunday Island Reef (No 3) (20-041c),148.998,-20.24,82.535,Habitat Protection,Central Management Area,3,Central
20-041d,Whitsunday Island Reef (No 4) (20-041d),149.013,-20.244,249.03,Habitat Protection,Central Management Area,3,Central
20-041p,Whitsunday Island Reef (No 15) (20-041p),148.945,-20.224,34.875,Habitat Protection,Central Management Area,3,Central
20-041q,Whitsunday Island Reef (No 16) (20-041q),148.952,-20.217,12.278,Habitat Protection,Central Management Area,3,Central
20-041r,Whitsunday Island Reef (No 17) (20-041r),148.958,-20.18,58.918,Habitat Protection,Central Management Area,3,Central
20-041t,Whitsunday Island Reef (No 18) (20-041t),148.959,-20.156,6.109,Habitat Protection,Central Management Area,3,Central
20-045,Almora Reef (20-045),148.77,-20.234,1.981,Habitat Protection,Central Management Area,3,Central
20-046,U/N Reef (20-046),148.795,-20.284,59.523,Habitat Protection,Central Management Area,3,Central
20-047,Low Rock Reef (20-047),148.802,-20.288,1.331,Habitat Protection,Central Management Area,3,Central
20-050,Alert Bank (20-050),148.847,-20.305,28.18,Habitat Protection,Central Management Area,3,Central
20-051,White Rock Reef (20-051),148.81,-20.303,1.729,Habitat Protection,Central Management Area,3,Central
20-052,U/N Reef (20-052),148.784,-20.302,394.418,Habitat Protection,Central Management Area,3,Central
20-058a,Dent Reef (No 1) (20-058a),148.936,-20.349,58.983,Habitat Protection,Central Management Area,3,Central
20-058b,Dent Reef (No 2) (20-058b),148.927,-20.35,10.586,Habitat Protection,Central Management Area,3,Central
20-059,U/N Reef (20-059),148.963,-20.372,3.274,Habitat Protection,Central Management Area,3,Central
20-062a,U/N Reef (20-062a),148.829,-20.386,71.466,Habitat Protection,Central Management Area,3,Central
20-062b,U/N Reef (20-062b),148.833,-20.37,41.662,Habitat Protection,Central Management Area,3,Central
20-069,Petrel Reef (20-069),149.115,-20.198,1.911,Habitat Protection,Central Management Area,3,Central
20-071,Ireby Reef (20-071),149.142,-20.227,4.415,Habitat Protection,Central Management Area,3,Central
20-072,Sillago Reef (20-072),149.16,-20.237,3.047,Habitat Protection,Central Management Area,3,Central
20-073,Wirrainbeia Reef (20-073),149.142,-20.234,3.501,Habitat Protection,Central Management Area,3,Central
20-074,Harold Reef (20-074),149.153,-20.24,10.91,Habitat Protection,Central Management Area,3,Central
20-075a,Edward Island Reef (20-075a),149.174,-20.248,35.435,Habitat Protection,Central Management Area,3,Central
20-075b,U/N Reef (20-075b),149.185,-20.255,0.575,Habitat Protection,Central Management Area,3,Central
20-080,Leeper Shoal (20-080),149.089,-20.141,154.84,Habitat Protection,Central Management Area,3,Central
20-083,Surprise Rock Reef (20-083),149.026,-20.355,0.133,Habitat Protection,Central Management Area,3,Central
20-088,Jester Reef (20-088),149.072,-20.144,1.162,Habitat Protection,Central Management Area,3,Central
20-103,U/N Reef (20-103),149.831,-20.015,341.481,Habitat Protection,Central Management Area,3,Central
20-104,U/N Reef (20-104),149.688,-20.032,272.331,Habitat Protection,Central Management Area,3,Central
20-105,Square Reef (20-105),149.812,-20.064,4344.092,Habitat Protection,Central Management Area,3,Central
20-113,Ben Reef (20-113),150.32,-20.007,75.15,Habitat Protection,Central Management Area,3,Central
20-114,U/N Reef (20-114),150.261,-20.007,23.847,Habitat Protection,Central Management Area,3,Central
20-115,Little Bugatti (Wheatley) Reef (20-115),150.243,-20.026,1510.054,Habitat Protection,Central Management Area,3,Central
20-120,Wup Reef (20-120),150.196,-20.102,211.383,Habitat Protection,Central Management Area,3,Central
20-127,Bugatti Reef (20-127),150.316,-20.101,2955.882,Habitat Protection,Central Management Area,3,Central
20-143,U/N Reef (20-143),150.241,-20.446,141.243,Habitat Protection,Central Management Area,3,Central
20-144,Cannan Reef (20-144),150.152,-20.481,217.515,Habitat Protection,Central Management Area,3,Central
20-145,Packer Reefs (20-145),150.204,-20.475,279.933,Habitat Protection,Central Management Area,3,Central
20-146,Boulton Reef (20-146),150.29,-20.468,2065.422,Habitat Protection,Central Management Area,3,Central
20-208,North Repulse Reef (20-208),148.862,-20.582,11.779,Habitat Protection,Central Management Area,3,Central
20-209,East Repulse Reef (20-209),148.877,-20.599,35.967,Habitat Protection,Central Management Area,3,Central
20-210,South Repulse Reef (20-210),148.867,-20.612,42.181,Habitat Protection,Central Management Area,3,Central
20-234a,Thomas Reef (No 1) (20-234a),149.11,-20.542,15.623,Habitat Protection,Central Management Area,3,Central
20-234b,Thomas Reef (No 2) (20-234b),149.101,-20.545,3.753,Habitat Protection,Central Management Area,3,Central
20-234c,Thomas Reef (No 3) (20-234c),149.105,-20.551,4.965,Habitat Protection,Central Management Area,3,Central
20-234d,Thomas Reef (No 4) (20-234d),149.111,-20.552,7.158,Habitat Protection,Central Management Area,3,Central
20-234e,Thomas Reef (No 5) (20-234e),149.12,-20.547,29.296,Habitat Protection,Central Management Area,3,Central
20-234f,Thomas Reef (No 6) (20-234f),149.12,-20.541,1.769,Habitat Protection,Central Management Area,3,Central
20-234g,Thomas Reef (No 7) (20-234g),149.126,-20.548,2.197,Habitat Protection,Central Management Area,3,Central
20-234h,Thomas Reef (No 8) (20-234h),149.106,-20.541,2.536,Habitat Protection,Central Management Area,3,Central
20-235,Fairlight Reef (20-235),149.133,-20.549,0.438,Habitat Protection,Central Management Area,3,Central
20-236,St Helen Reef (20-236),149.078,-20.553,0.54,Habitat Protection,Central Management Area,3,Central
20-286,Parker Reef (20-286),149.751,-20.542,106.014,Habitat Protection,Central Management Area,3,Central
20-287,Credlin Reefs (East) (20-287),149.951,-20.54,1222.023,Habitat Protection,Central Management Area,3,Central
20-288,Credlin Reefs (West) (20-288),149.928,-20.56,474.289,Habitat Protection,Central Management Area,3,Central
20-294,(Little) Stevens Reef (20-294),150.052,-20.564,3605.735,Habitat Protection,Central Management Area,3,Central
20-295,(Big) Stevens Reef (20-295),150.126,-20.57,5087.362,Habitat Protection,Central Management Area,3,Central
20-296,Liff Reef (20-296),150.242,-20.516,301.853,Habitat Protection,Central Management Area,3,Central
20-297,Creal Reef (20-297),150.381,-20.534,172.095,Habitat Protection,Central Management Area,3,Central
20-401,Deliverance Bank (20-401),150.405,-20.015,303.618,Habitat Protection,Central Management Area,3,Central
20-409,Plum Pudding Reef (20-409),148.939,-20.335,7.773,Habitat Protection,Central Management Area,3,Central
20-589,U/N Reef (20-589),150.315,-20.125,2.755,Habitat Protection,Central Management Area,3,Central
20-592,U/N Reef (20-592),150.374,-20.033,6.836,Habitat Protection,Central Management Area,3,Central
20-593,U/N Reef (20-593),150.376,-20.053,11.798,Habitat Protection,Central Management Area,3,Central
20-628,U/N Reef (20-628),148.776,-20.26,54.06,Habitat Protection,Central Management Area,3,Central
20-629,U/N Reef (20-629),148.789,-20.276,6.115,Habitat Protection,Central Management Area,3,Central
20-630,U/N Reef (20-630),148.797,-20.277,2.833,Habitat Protection,Central Management Area,3,Central
20-631,U/N Reef (20-631),148.82,-20.339,96.8,Habitat Protection,Central Management Area,3,Central
10-314,Ida Reef (10-314),142.559,-10.71,44.626,Habitat Protection,Far Northern Management Area,1,Far Northern
10-316,Tree Reef (10-316),142.597,-10.704,9.203,Habitat Protection,Far Northern Management Area,1,Far Northern
10-317,Brush Islet Reef (10-317),142.598,-10.709,13.972,Habitat Protection,Far Northern Management Area,1,Far Northern
10-318a,Albany Island Reef (No 1) (10-318a),142.593,-10.715,68.683,Habitat Protection,Far Northern Management Area,1,Far Northern
10-318b,Albany Island Reef (No 2) (10-318b),142.618,-10.728,82.361,Habitat Protection,Far Northern Management Area,1,Far Northern
10-318c,Albany Island Reef (No 3) (10-318c),142.623,-10.747,53.854,Habitat Protection,Far Northern Management Area,1,Far Northern
10-318d,Albany Island Reef (No 4) (10-318d),142.605,-10.739,124.451,Habitat Protection,Far Northern Management Area,1,Far Northern
10-320,Mai Reef (10-320),142.625,-10.724,84.121,Habitat Protection,Far Northern Management Area,1,Far Northern
10-323,Middle Brother Reef (10-323),142.685,-10.712,67.465,Habitat Protection,Far Northern Management Area,1,Far Northern
10-324,South Brother Reef (10-324),142.692,-10.717,27.781,Habitat Protection,Far Northern Management Area,1,Far Northern
10-325,North Ledge (10-325),142.738,-10.68,587.07,Habitat Protection,Far Northern Management Area,1,Far Northern
10-326,Meggi-Damun Reef (10-326),142.786,-10.683,509.78,Habitat Protection,Far Northern Management Area,1,Far Northern
10-328,Ulfa Reef (10-328),142.614,-10.758,7.145,Habitat Protection,Far Northern Management Area,1,Far Northern
10-329,Ariel Bank (10-329),142.625,-10.771,29.291,Habitat Protection,Far Northern Management Area,1,Far Northern
10-330,U/N Reef (10-330),142.592,-10.78,216.042,Habitat Protection,Far Northern Management Area,1,Far Northern
10-332,U/N Reef (10-332),142.574,-10.824,97.7,Habitat Protection,Far Northern Management Area,1,Far Northern
10-333,U/N Reef (10-333),142.577,-10.835,45.489,Habitat Protection,Far Northern Management Area,1,Far Northern
10-335,Harrington Reef (10-335),142.723,-10.821,196.718,Habitat Protection,Far Northern Management Area,1,Far Northern
10-336,Wyborn Reef (10-336),142.762,-10.821,1482.663,Habitat Protection,Far Northern Management Area,1,Far Northern
10-337,U/N Reef (10-337),142.929,-10.808,63.565,Habitat Protection,Far Northern Management Area,1,Far Northern
10-338,Womer Reef (10-338),142.984,-10.8,309.035,Habitat Protection,Far Northern Management Area,1,Far Northern
10-339,Brewis Reef (10-339),142.693,-10.887,17.003,Habitat Protection,Far Northern Management Area,1,Far Northern
10-340,Turtle Island Reef (10-340),142.696,-10.89,28.91,Habitat Protection,Far Northern Management Area,1,Far Northern
10-341,Shortland Reef (10-341),142.773,-10.901,361.444,Habitat Protection,Far Northern Management Area,1,Far Northern
10-342,Trochus Reef (10-342),142.632,-10.921,65.506,Habitat Protection,Far Northern Management Area,1,Far Northern
10-343a,Turtle Head Island Reef (No 1) (10-343a),142.706,-10.937,20.991,Habitat Protection,Far Northern Management Area,1,Far Northern
10-343b,Turtle Head Island Reef (No 2) (10-343b),142.706,-10.948,67.541,Habitat Protection,Far Northern Management Area,1,Far Northern
10-344,Tern Reef (10-344),142.766,-10.99,22.519,Habitat Protection,Far Northern Management Area,1,Far Northern
10-349,U/N Reef (10-349),143.434,-10.697,135.394,Habitat Protection,Far Northern Management Area,1,Far Northern
10-350,U/N Reef (10-350),143.466,-10.697,50.613,Habitat Protection,Far Northern Management Area,1,Far Northern
10-352,U/N Reef (10-352),143.337,-10.735,474.229,Habitat Protection,Far Northern Management Area,1,Far Northern
10-355,U/N Reef (10-355),143.324,-10.757,159.246,Habitat Protection,Far Northern Management Area,1,Far Northern
10-356,U/N Reef (10-356),143.412,-10.776,146.109,Habitat Protection,Far Northern Management Area,1,Far Northern
10-357,U/N Reef (10-357),143.353,-10.806,256.563,Habitat Protection,Far Northern Management Area,1,Far Northern
10-358,U/N Reef (10-358),143.336,-10.838,927.711,Habitat Protection,Far Northern Management Area,1,Far Northern
10-360,U/N Reef (10-360),143.298,-10.839,78.592,Habitat Protection,Far Northern Management Area,1,Far Northern
10-362,U/N Reef (10-362),143.239,-10.853,169.384,Habitat Protection,Far Northern Management Area,1,Far Northern
